-3.472152948379516602e+00 -5.718563556671142578e+00 -5.139012336730957031e+00 -4.387014389038085938e+00
-4.239783763885498047e+00 -5.537034511566162109e+00 -5.193638801574707031e+00 -4.337678432464599609e+00
-3.553200006484985352e+00 -5.723815441131591797e+00 -5.166668891906738281e+00 -4.405750751495361328e+00
-2.825949192047119141e+00 -4.531634330749511719e+00 -4.504029273986816406e+00 -4.133921623229980469e+00
-4.330062866210937500e+00 -5.037159442901611328e+00 -5.297241687774658203e+00 -4.075180053710937500e+00
-3.452646970748901367e+00 -5.444195270538330078e+00 -5.009246349334716797e+00 -4.072451591491699219e+00
-3.620520114898681641e+00 -5.729389190673828125e+00 -5.107395172119140625e+00 -4.248267173767089844e+00
-3.626500368118286133e+00 -5.710660934448242188e+00 -5.149045944213867188e+00 -4.324795246124267578e+00
-3.599110364913940430e+00 -5.475046634674072266e+00 -5.168509483337402344e+00 -4.354159832000732422e+00
-4.278614521026611328e+00 -5.673871994018554688e+00 -5.250238895416259766e+00 -4.400096893310546875e+00
-3.729321002960205078e+00 -5.407306671142578125e+00 -5.088702201843261719e+00 -4.357805728912353516e+00
-2.966022968292236328e+00 -4.546721935272216797e+00 -4.537048339843750000e+00 -4.157882213592529297e+00
-4.499487400054931641e+00 -5.701037406921386719e+00 -5.347875118255615234e+00 -4.520716190338134766e+00
-3.855448961257934570e+00 -4.991103649139404297e+00 -5.022620677947998047e+00 -3.808030843734741211e+00
-3.511966228485107422e+00 -4.993365287780761719e+00 -4.870696067810058594e+00 -4.305564880371093750e+00
-4.299023628234863281e+00 -5.127081394195556641e+00 -5.133298397064208984e+00 -3.989450454711914062e+00
-3.502797603607177734e+00 -5.899285316467285156e+00 -5.135566711425781250e+00 -4.177919387817382812e+00
-3.979359149932861328e+00 -5.533453941345214844e+00 -5.114889144897460938e+00 -4.299835681915283203e+00
-3.940408945083618164e+00 -5.569430351257324219e+00 -5.176318645477294922e+00 -4.116885185241699219e+00
