-8.234252929687500000e-01 -1.868114471435546875e-01 -1.476229429244995117e+00 -1.774701774120330811e-01
-1.002779304981231689e-01 -6.130357980728149414e-01 -1.622247457504272461e+00 -7.910357713699340820e-01
-7.801769375801086426e-01 -2.596158087253570557e-01 -1.371090173721313477e+00 -2.165986001491546631e-01
8.866257071495056152e-01 -1.901594638824462891e+00 -7.986421883106231689e-02 -9.011569619178771973e-01
-1.395885944366455078e+00 1.845160484313964844e+00 -2.274566143751144409e-01 7.524445652961730957e-02
2.480274587869644165e-01 5.287950634956359863e-01 -1.488159537315368652e+00 2.300072610378265381e-01
-6.343681216239929199e-01 1.518034189939498901e-01 -6.771143078804016113e-01 6.380907297134399414e-01
-7.043306827545166016e-01 1.061041802167892456e-01 -9.178906083106994629e-01 1.923637241125106812e-01
-2.065933682024478912e-02 7.996337860822677612e-02 -1.638432025909423828e+00 -7.627356052398681641e-01
-7.644994184374809265e-03 -5.304200649261474609e-01 -9.701390862464904785e-01 -4.665184319019317627e-01
-4.975934028625488281e-01 -1.920726001262664795e-01 -9.297427535057067871e-01 -7.961466312408447266e-01
6.357747912406921387e-01 -1.786763310432434082e+00 -3.912845626473426819e-03 -7.472259402275085449e-01
-1.349406689405441284e-01 -6.100737452507019043e-01 -8.961631655693054199e-01 -7.055089473724365234e-01
9.046539664268493652e-02 1.545439720153808594e+00 -3.587781190872192383e-01 8.189556598663330078e-01
4.139848053455352783e-01 -1.225550055503845215e+00 -3.596259057521820068e-01 -6.142324209213256836e-01
-1.105427384376525879e+00 8.247069716453552246e-01 -4.898768365383148193e-01 1.012561917304992676e+00
-5.621243119239807129e-01 5.570806860923767090e-01 -1.154196023941040039e+00 1.205784559249877930e+00
-2.402948290109634399e-01 -3.629934489727020264e-01 -9.346732497215270996e-01 -4.465619921684265137e-01
5.944280028343200684e-01 6.430934071540832520e-01 -1.165893554687500000e+00 4.166957437992095947e-01
3.784735798835754395e-01 9.809471368789672852e-01 -9.992444515228271484e-01 -5.011938810348510742e-01
-6.158068776130676270e-02 -7.698719948530197144e-02 -8.386902809143066406e-01 -3.545436859130859375e-01
1.325113922357559204e-01 -7.094956636428833008e-01 -5.595027208328247070e-01 -8.447316288948059082e-01
2.296005934476852417e-01 8.179622143507003784e-02 -1.356456756591796875e+00 -1.206129267811775208e-01
2.012858629226684570e+00 9.430824518203735352e-01 1.016307950019836426e+00 -6.344234943389892578e-01
-8.142322897911071777e-01 -4.942496418952941895e-01 -5.942680835723876953e-01 -1.010088324546813965e-01
3.930697441101074219e-01 -3.511414825916290283e-01 -8.588039875030517578e-01 -6.829649209976196289e-01
-1.929479837417602539e+00 4.515826106071472168e-01 1.098646521568298340e-01 7.074052095413208008e-01
-8.103730678558349609e-01 2.866765111684799194e-02 -1.262281417846679688e+00 4.240541756153106689e-01
